ID;UID;AF;Hierarchy;Description
4.6.1.4;173;Service Trouble Analysis;2;"Service Trouble Analysis function permits to identify
- the service trouble cause via diagnostic actions (Test, inventories and historics consultation, Workforce Intervention) and interpretation rules of their results
- the necessary resolution actions - or the best identified solution - to realize to solve the problem.

The identification of the service trouble cause can be made through:
- Analysis of associated Service Trouble Ticket Information (first diagnostic)
- Analysis of Service alarm events (fault of performance data )
- Issuing service tests, including one time tests or a series of tests over a period of time
- Analysis of previous service test results , service usage historic, QoS historic, service platform logs, equipment logs, anomaly historics, etc."
4.6.1.5;174;Service Trouble Tracking and Business Value Development;2;"Service Trouble Tracking and Lifecycle Management Aggregate Function tracks and manages the events and the lifecycle related to the Service Trouble (for example when the resolution is ended), and assures that service troubles are assigned, coordinated, efficiently solved, and escalating as needed.

It is also in charge of grouping Service Troubles with the same Trouble Cause and of grouping the related Service Trouble Tickets (for example, in case of a collective disturbance).

It manages Service Trouble closure according to business rules:

	- the service trouble can be closed as soon as a palliative action has been done and the user retrieved a not degraded use - at least one Resource Trouble Ticket is still ongoing
	- or only when the trouble is definitely treated - all associated Resource Trouble Tickets are closed.
"
4.6.2;175;Service Quality and Performance Management;1;The Service Quality and Performance Management Aggregated Function groups functions that supervise service functioning and manage resulting alarms.
4.6.2.1;176;Service Quality and Performance Analysis;2;"The Service Quality and Performance Analysis Aggregate Function assures that service alarms produced by the Service Quality &amp; Performance Supervision function are correctly handled, affected and distributed and escalated as needed, depending on rules defined by Service Supervision Strategy &amp; Policy Management. 

The service alarms can concern 
- a bad functioning of a service (unsuccessful communications)
- the reach of a quality or performance threshold
- or a degradation of the performance or quality of service.

 Service Quality and Performance Analysis Aggregate Function includes:
- service Alarm qualification (severity level determination, enrichment with data from Service Installed Base
- filtering: if the service alarm concerns a service based on a resource currently under a scheduled work, it can be inhibited
- correlation: for example several alarms can be associated each other based on engineering rules and reduced to one root alarm on the service
- assignment and distribution of service qualified alarms if necessary to a responsible actor.

If the service alarm is validated and requires a search for cause and a triggering of action, a service trouble ticket is created and will be handled by trouble mechanism. When the Service Trouble is resolved, the Service Alarm could be, automatically or not, deactivated or its severity level decreased.

In other cases the alarm can be handled, without creating an associated trouble ticket, by following exploitation forms, with possibly triggering of manual actions.
In every cases, it could be closed manually by an assigned actor."
4.6.2.2;177;Service Quality and Performance Repository Management;2;"Service Quality and Performance Repository Management Aggregate Function collects and manages Service quality and performance from Resource quality and performance and from Service tests.
It is also in charge of reporting Service Quality and Performance."
4.6.2.3;178;Service Quality and Performance Supervision;2;"The Service Quality and Performance Supervision Aggregate Function enables service functioning to be measured (in real-time or not), and supervised, depending on rules defined by Service Quality and Performance Strategy Development, in order to prevent the service quality and performance degradation, with an on-the-fly analysis. 

It includes: 
- filtering, aggregation of the collected information
- analysis of 
     - different types of information directly issued from equipment 
          - examples: continuity check information, IP ping, time to access Internet services transmitted by probes, 
     - results of tests or historic of tests
     - service usage
     - traffic degradations. 
- it compares these information with expected values or pre-established limits
     - when there is a great augmentation of service use and traffic congestion it can trigger an alarm that will be handled via alarm &amp; problem management to set up a load-shedding mechanism (example for new year SMS).
- enrich or calculate service quality and performance indicators (includes KQI, KPI) 
     - Examples of KQI: time to repair warranty, availability percentage on a time slot, percentage of correct vocal quality communications
- it compares these indicators with expected values or pre-established limits
- analysis and evaluation of service performance indicators evolution
- it enables the quality of services to be analyzed by means of aggregation, enrichment, and correlation of performance data.
- it produces Service Alarm 
     - in case of performance degradation (for example when a predefined threshold is reached in application of the rules defined at the strategy level)
     - in case of SLA violations 
- it manages (generation/visualization/distribution) the reports resulting of QoS analysis."
4.7.1;179;Service Usage Management;1;Service Usage Management Aggregate Function groups functions in charge of collecting, identifying, aggregating and assigning Service Usage records.
4.7.1.1;180;Service Usage Guiding;2;"The Service Usage Guiding Aggregate Function ensures resource usage records aggregation (consolidation, elimination of duplicates) to generate service usage records (""global usage repor"" often called Charging Data Record or CDR).
Each service usage record is associated to the installed service that generated it (ex: mobile line service)."
5.1.1;181;Resource Strategic Analysis;1;Resource Strategic Analysis Aggregated Function groups functions useful to conduct delayed analysis, on the collected information concerning resource, which may have an influence on the strategy.
5.1.1.1;182;Resource Infrastructure Analysis;2;Resource Infrastructure Analysis Aggregate Function analysis Network infrastructure for identifying optimum network deployments, identifying strategic sites and Network sizing needs.
5.1.1.2;183;Supply Chain Planning Analysis;2;Supply Chain Planning Analysis Aggregate Function identifies sourcing forecast and plans sourcing taking into account current inventory, in collaboration with all suppliers.
5.1.1.3;184;Resource Performance Analysis;2;"The Resource Performance Analysis Aggregate Function comprises off-line analysis of the resource performance and forecast concerning the resource performance indicators, depending on rules and indicators defined through Resource Supervision Strategy and Policy Management.

It calculates resource performance indicators (aggregated or not) and produces statistics and forecasts concerning the resource performance (ex: loads linked to the uses, number of failures, ), based on the following information: 
- indicators already calculated by the Resource Performance Supervision function
- aggregated resource usages 
- historic of resource test
- resource trouble or resource trouble ticket
- resource alarm
- data directly issued from equipment - all of them are not analyzed on the fly.

The information produced can also be used to improve the rules and indicators definition of Resource Supervision Policy Management."
5.1.1.4;185;Resource Diagnostic and Test Quality Loop;2;"Resource Diagnostic and Test Quality Loop Aggregate Function provides the necessary functionalities to manage a quality loop on diagnostic to continually tweak and improve it.
Functionalities include:
- Management of success/failure result feedback of diagnostic and correction provided by technicians or the systems after a correction
- Offline analysis of the success/failure data compared to the diagnostic and correction rules to provide modifications to improve them. This analysis is done using statistical diagnostic data and test results to evaluate their relevance and the needed updates.
The provided improvements can be used to update the definition of diagnostic rules and correction actions in the Resource Trouble Policy Management function and the definition of tests in the Resource Test Policy Management function."
5.1.2;186;Resource Strategy Management;1;Resource Strategy Management aggregate function groups functions useful to define the resource strategy and to develop it (new resources or enhance the existing resources).
5.1.2.1;187;Resource Strategy Design and Planning;2;"The Resource Strategy, Design and Planning is responsible for the definition of the resource strategy at the company level. This function takes into account a list of inputs to determine the need to implement new resources, to modify or replace existing resources or to remove them. As inputs, the function can use the following information: 
- The existing context of the company with available services and resources (network, PFS)
- The data produced by the Resource Usage Analysis function and traffic and geographical evolution analyses
- The performance and test results of existing resources or in test resources (like POC to validate a new technology)
- The new technologies that are developed in the industry 
- Marketing constraints concerning the date of opening for a new service that requires evolution at the resource level 
- The cost of the existing and new technologies with benefit evaluation 
- The possibility to share resources with third parties/partner 
- The service strategy already defined in a top down process (service driven)

Following the definition of the service and resource strategy the Resource Strategy, Design and Planning function updates the resource design by requesting the modifications (creating, updating, deleting) of the resource specifications to the resource catalogue and thus the evolution of the available technology solutions.

Finally, the Resource Strategy, Design and Planning function provides a high level planning of the resource strategy implementation taking into account the service strategy plan. The strategy planning can take into account constraints (like legal constraints or the need of validation by authorities) and notify other companies, local authorities or governments of the chosen strategy, for example the choice of FTTH technology versus VDSL."
5.2.1;188;Resource Capability Management;1;Resource Capability Management Aggregate Function groups functions in charge of specifying and managing Resource Specification capabilities.
5.2.1.1;189;Resource Specification Capability Development;2;Resource Capability Specification Management Aggregate Function manages Resource Capability Specifications for all Resource Specifications. The capability specifications represent the general, common and invariant characteristics of resource that may be realized in more than one type of specific resource. Examples of capability are Layer2, Data, radio and Transport.
5.2.1.2;190;Resource Deployment and Retirement;2;"The Resource Deployment and Retirement Aggregate Function is responsible for implementing the resource strategy high level plan and develop the resource infrastructure (network, PFS, IT...). The Resource Deployment and Retirement function manages the deployment constraints like area limitation (for test or for marketing purposes), progressive deployment following precise milestones These constrains may be provided from the service level.

The resource deployment and retirement can be responsible to manage constraints (like legal constraints or the need of validation by authorities) and notify other companies, local authorities or governments of the effective deployment or retirement of resources like the implementation of FTTH technology in a building.

The Resource Installed Base is updated and the resources are pre-configured and pre-activated if needed, for example for non-customer specific parameters, via the Resource Order Initialization and Installed Resource Management functions."
5.2.1.3;191;Resource Test Resources Check;2;Resource Test Resources Check Aggregate Function is in charge of defining, implementing and checking resources used to test Resources.
5.2.2;192;Network Development;1;Network Development AF groups functions that acquire, expand, improve and maintain communications networks.
5.2.2.1;193;Network Planning and Building;2;Network Planning and Building AF groups functions responsible for ensuring network capacity is available to meet the needs of Customer service requests and ensuring network restorability. Network capacity includes the access network and the various OSI Layer 1-4+ core backbone networks. Network Planning and Building functions manage network capacity with the goals of (1) maximizing return from capital expenditures, (2) ensuring inventory and financial accuracy, (3) providing capacity to meet customer demands, (4) future-proofing evolving technology options, (5) best leveraging of supply-chain management, (6) setting up the OSS data to permit flow-through automation once network elements have been made available in OSS inventory.
5.2.2.2;194;Network Access Management;2;Network Access Management AF groups functions that investigate and implement alternatives to building network.
5.2.2.3;195;Network Change Management;2;"The Network Change Management AF groups functions that notify and communicate to concerned parties about changes to the communications network and its elements - planned changes, changes happening in real-time, and past changes (for root cause analysis) - in order to reduce the ""blast radius"" of such changes"
5.3.1;196;Resource Specification Management;1;"The Resource Specification Management Aggregated Function functions enable to create and update the catalogue at Resource level, for all types of resources (ResourceSpecification):
- Physical Resources (ex: cable, passive equipment, )
- Logical Resources (ex: phone number, IP address, APPS such as Orange TV, Orange Maps, )
- Compound Resources (ex: DSLAM, box, )
It manages the links with the Business Partner Product Catalogue for Resources specification that correspond to equipment rented to a supplier (devices, network equipment, hardware &amp; software, ).
It also manages the links to the Skill catalogue to identify for each type of resource - or of operation on a resource - which type of skill is necessary to make the intervention."
5.3.1.1;197;Resource Allocation Policy Development;2;"The Resource Allocation Policy Development Aggregate Function enables to define and to check consistency of potentially complex rules to automate the choice of resource type and/or instance during different processes such as delivery management, assurance, infrastructure management, . 

Criteria can be of various nature and combined:
- geographical (for fixed phone number allocation, )
- defined by regulation authorities which allocate the resources to the Service Provider (range of MSISDN dedicated to M2M, IMSI allocation rules to SIM cards depending of future vendor - the Service Provider itself, MVNO,  - , duration of freezing before using again a phone number, )
- depending on the configured characteristics of the Installed Service / Resource to deliver (ex: phone number allocated during Customer Order Capture, internet speed required, ) or associated to it (ex: QoS or SLA)
- depending on the current state of Service Platforms, Network equipment (occupation rate, load balancing,  )
- depending on  Supplier/Partner contracts (volume discounts, )"
5.3.1.2;198;Resource Specification Development;2;"The Resource Specification Development Aggregate Function enables to create and update the catalogue at Resource level, for all types of resources (Resource Specification):
- Physical Resources (ex: cable, passive equipment, )
- Logical Resources (ex: phone number, IP address, APPS such as TV, Maps, )
- Compound Resources (ex: DSLAM, box, )
Examples of Resource Specification:
- iphone 5S and its characteristics such as colors available, size and weight, capacity, 
- DSLAM Alcatel XXX and its characteristics such as size and weight, electricity consumption, number of DSL ports, 

It manages the links with the Supplier/Partner Product Catalogue for Resources specification that correspond to equipment rented to a supplier (devices, network equipments, hardware &amp; software, ).
It also manages the links to the Skill catalogue to identify for each type of resource - or of operation on a resource - which type of skill is necessary to make the intervention.

It also permits to describe in a short way resources types that as a Service Provider we dont own or commercialize (ex: mobile phones used by our customers)."
5.3.1.3;199;Resource Test Policy and Schedule Management;2;"Resource Test Policy and Schedule Management Aggregate Function provides the necessary functionalities to manage the resource test catalogue containing the resource test specifications, the rules that define the test configuration setting up based on the context, the rules that define the strategies for executing the test as well as how the test results should be restituted.
Test strategies can range from simple to complex and encompass the definition of test scenario.
The definition of the test (with specification and rules) is very important because it defines the question that is asked and thus shapes the result that is reported back.
The functionalities include providing:
- Resource Test Specification and test scenario management
  - Test scenario management: for example, in case of redundant resources the test scenario can test the default resources involved in a service before testing one of the possible redundant resources solutions available and not necessarily test all the other existing solutions if the previous tests are positives.
  - Managing resource test capabilities: some resources have limited capabilities for executing tests, especially for multiple parallel testing. Resources can be either the resources involved for the user or test related resources like probes &amp; robots.
  - Managing initiator authorization: some tests are restricted to some user roles (internal or external) so the authorizations are defined at the Resource Test Strategy and Policy Management.
- Test rules defining the strategies for setting up test configuration
- Test rules defining how to carrying out the resource test
  - For example: to choose the next test in a scenario depending on the results of the previous tests
- Test rules defining the enrichment of test results. 
  - For example: the enrichment of CPU &amp; disk space usage compared to the defined strategy of the company
  - For example: the enrichment of copper line electrical conductivity compared to previously measure template
- Test rules defining the restitution of the result depending on test execution context
   - For example: a test result of ok/not ok can be enough for a user whereas technicians require more details in the result of the test."
5.3.1.4;200;Resource Supervision Policy Development;2;"The Resource Supervision Policy Development Aggregate Function enables to define the policy concerning supervision (indicators and alarm) at Resource level.

It includes: 
- Definition of indicators (measures) associated with the resource type, with thresholds, calculation rules and consequences
     - examples of indicators with threshold : pressure, temperature 
     - examples of indicators with calculation rules : storage occupation rate, load rate
- Definition of rules 
     - for alarm activation
          - for example if a dysfunction is detected in its power supply, or in the functioning of the elements which constitutes it (card, port, internal ventilator) and also if its temperature exceeds a threshold.
     - for a Trouble ticket creation next to a resource alarm qualification."
5.3.1.5;201;Resource Trouble Policy Management;2;"Resource Trouble Policy Management Aggregate Function allows to manage the resource problem typology, actions and rules describing:
- all the types of known troubles related to resource type  
- the actions and rules of triggering, of linking and of results analysis that define the strategies for identifying  
   - the trouble associated to a - or a set of - resource trouble ticket(s)
   - the cause(s) of this trouble and the actions to do to resolve the resource trouble. 

The definition of the trouble (with specification and rules) is very important because it defines the sequence logic of the actions to be realized to identify and qualify the problem, one or several associated causes , and to identify the best solution to solve the problem. Specifications and rules may take into account characteristics like urgency level, impact level, priority level of the resource trouble ticket.

The different action types are:
- Diagnostic actions and rules to identify the resource trouble. This step permits to identify the installed resource(s) at fault
   - For example: simple resource test or resource test scenario, inventories consultation to identify installed resource and expected configuration characteristics, test historic consultation, 
- Diagnostic actions  and rules to identify the resource trouble cause(s) and the possible root cause . This step permits to identify why the related installed resource(s) is (are) at fault.
   - For example: Plan workforce intervention to check an equipment, launch resource test scenario, query QoS historic, followed by resource test launch if the installed resource has a decreasing QoS, query resource usage historic, equipments logs, anomaly historic, .
- Definition of the logic of interpretation of the results of these diagnostic actions, to identify resolution actions. These resolution actions can be temporary or palliative, to quickly stop the trouble, and followed by other actions which will definitely treat the trouble cause 
   - For example: if a network cable is cut, we can first decide to migrate all or part of the interrupted installed services on another cable (through dedicated resource orders) to quickly solve the trouble, and secondly initiate a project - often called scheduled work - to repair the cut cable. After the final repair, its not always necessary to migrate the installed service back.
- Definition of notification action, depending on the trouble or the trouble cause identified, for example display a message on the web site, or broadcast a vocal message on IVR in case of collective trouble (example: network cable cut, power cut, ) 
- Definition of lead action, mainly the need or not to initialize Service Trouble Tickets for all the installed services concerned by the resource trouble.

These different actions will be authorized - or not - depending on actors role and associated rights. 
For example we could authorized the customer (or user) to directly diagnose a configuration problem on his box and to trigger the upload of a new software version, but reserve the capacity of updating the configuration of a service platform to support level 2 actors.

It is also possible to define rules to manage Resource Trouble Tickets and Resource Trouble priorities, depending on criteria such as:
- Priority of the related Service Trouble Ticket(s) or Service Trouble(s) 
- Number of Product Trouble Tickets that can be expected, linked to the usage of the installed resource."
5.3.2;202;Supply Chain Development;1;Supply Chain Development groups functions useful to develop the Supply Chain (new Stock Items or existing Stock Items evolution). This also includes identifying links with associated human actors.
5.3.2.1;203;Stock Item Management;2;Stock Item Management Aggregate Function enables to define Stock Items handled by the supply chain for stock management and shipping.
5.3.3;204;Work Specification Management;1;Work Specification Management Aggregate Function groups functions in charge of Work specifications development.
5.3.3.1;205;Work Specification Development;2;Work Specification Development Aggregate Function enables to specify types of Work including required skills and resources to realize human activities such as training or resource installation.
5.4.1;206;Resource Management;1;Resource Management groups functions in charge of managing the inventory of resources.
5.4.1.1;207;Location Management;2;"The Location Management Aggregate Function permits to describe, identify and manage any type of location useful for the Service Provider operational processes.
It includes:
- geographical address description (city, street, number in the street, ), described using national or international codifications (for streets, countries, etc.),
- buildings description (floors, rooms, racks, ), 
- geospatial information,
-Information such as contact methods, opening time, access code, warnings, etc. can also be defined."
5.4.1.2;208;Regulated Logical Resources Management;2;"The Regulated Logical Resources Management Aggregate Function permits to describe and manage logical resources such as phone numbers, IP addresses, IMSI, frequencies  which are usually allocated to the Service Provider by regulation authorities, and often in limited quantities.
Specific rules defined by regulation authorities are treated by the Resource Allocation Policy Management function.
The Service Provider also often has specific operations to manage when these resources are allocated or returned, and fair usage reporting to ensure.
For example, this function covers Portability constraints for phone numbers, which oblige the Service Provider to always know which operator uses a phone number to be able to manage changes of operator and network routing.
It can also cover constraints related to mail address management."
5.4.1.3;209;Resource Allocation;2;"The Resource Reconciliation Aggregate Function defines, suggests to an administrator or directly applies rules to treat gaps between the Installed Resource Base and the current state or characteristics of Installed Resources identified by the Audit - Resource Discovery function. 

These rules describe in which cases it is necessary to update the Installed Resource Base (ex: notification of a new equipment), via the Installed Resource Management function, or to update the equipment itself (ex: box)  - in some cases it can be necessary  
- to trigger again the configuration of the installed resource 
- or even to trigger human intervention (ex: gap on physical network)"
5.4.1.4;210;Resource Audit and Discovery;2;"The Audit - Resource Discovery Aggregate Function permits to identify and check the consistency of the current state and the configured characteristics of the Installed Resources, between the installed resources base (or inventory) and the equipments. Several mechanisms are available such as:
- Notification (concern active equipment, for example box, OLT, mobile phone really used, )
- Polling (concern passive equipment). Polling can be automatic or on-demand (in case of Trouble Ticket for example), direct or through intermediate equipment. For example, to identify home equipment, information is collected through the box.
- Report by technicians in the field

The installed resources identified by the Audit-Resource Discovery function can be:
- elements of the Service Provider Infrastructure
- devices sold or rented to customers by the Service Provider
- devices owned by customers or users, not sold or rented by the Service Provider, and directly or not connected to its network."
5.4.1.5;211;Resource Repository Reconciliation;2;"The Resource Repository Reconciliation Aggregate Function defines, suggests to an administrator or directly applies rules to treat gaps between the Installed Resource Base and the current state or characteristics of Installed Resources identified by the Audit - Resource Discovery function. 

These rules describe in which cases it is necessary to update the Installed Resource Base (ex: notification of a new equipment), via the Installed Resource Management function, or to update the equipment itself (ex: box)  - in some cases it can be necessary  
- to trigger again the configuration of the installed resource 
- or even to trigger human intervention (ex: gap on physical network)"
5.4.1.6;212;Resource Repository Management;2;"The Resource Repository Management Aggregate Function stores and maintains a reference of all technical resources (physical, logical and compound resources). 
The Resource base describes in particular network and IT resources 
- created and eventually configured during the Infrastructure Management process,
- allocated and configured during the Service Delivery process,
- or during Assurance process 
Resources (physical or compound) are linked to their geographical location, when it is relevant and stable. 
Example: DSLAM XXX is located 2 street Louis Armstrong 75015 Paris, building A, floor 2, room 214
Resources can be identified and referenced before any allocation to a service (and/or a product) - and can exist without being used, by a service for example.
Examples:
- devices managed in the Service Provider stocks
- fixed access
- new DSLAM or Service Platform
It also permits to describe in a short way resources that as a Service Provider we dont own or commercialize (ex: mobile phones used by our customers) but that we need to know or to act on. For example when someone arrives in a foreign country with his mobile phone, his SIM card is updated for roaming management (as hosting network)."
5.4.1.7;213;Resource Simulation;2;Resource Simulation Aggregate Function provides capacity to design Resource infrastructure and helps analyzing potential changes.
5.4.1.8;214;Resource Mediation;2;Resource Mediation Aggregate Function provides capacity to exchange data with Resources.
5.4.1.9;215;Resource Geographical Association;2;Resource Geographical Association Aggregate Function includes functions that relate Resources to points or boundaries as identified by geographical references. Geographical references could be as defined in GIS systems, or as defined by external parties or agencies (such as postal codes, emergency response zones, legal boundaries, etc.).
5.4.2;216;Resource Test Management;1;"Resource Test Management provides the necessary functionalities to manage the end-to-end execution of a test for a resource, either for manual or automatic testing in order to ensure that this resource is working properly. It includes:
- Verifying test authorization and quota management
- Carrying out test priority
- Managing test scheduling
- Managing bulk test
- Retrieval of appropriate inventory data and setting up the test context and configuration
- Test execution with access to the various resources required to perform resource testing
- Managing resource test scenario
- Test results restitution
- Test results long term logging for offline data analyses. 
- Possible reporting of test results back to the initiator of the test."
5.4.2.1;217;Resource Test Conducting;2;"Resource Test Conducting provides the necessary functionalities to manage the end-to-end execution of a test for a resource, either for manual or automatic testing in order to ensure that this resource is working properly.

The Resource Test Conducting function is used in the following processes:
- fulfillment, usually triggered within the framework of a test of service, for ensuring that the assigned resource works as designed.
- fault management, which can trigger automatic tests during resource fault isolation.
- resource supervision, performance &amp; quality management to acquire data necessary to analyze the running resources.

Resource Test Conducting functionalities include:
- Verifying test authorization and quota management: resource test management checks depending on the initiator of the test request if it is authorized and if limitation applies in terms of test quota (linked to resources limitation or other technical constraints)
- Carrying out test priority: the priority of a test for technician intervening at the user home is higher than for scheduled bulk test campaign
- Managing test scheduling:
  - Resource Test Conducting can be triggered to schedule test (unitary, bulk) regularly (every week, every month)
  - Resource Test Conducting should take into account the impact of the test on the resources in order to limit it. For example, a remote test on a user STB can be programmed at 2 am in order to not disturb the usage of the user.
- Managing bulk test: resource test management must be able to execute unitary test as bulk test with flexibility concerning the criteria (for a category of resource, geographical area, type of customer)
- Retrieval of appropriate inventory data and setting up the test context and configuration
- Test execution with access to the various resources required to perform resource testing. The test execution produces a test result that may contain a raw result and an enrichment of this result depending on the resource test definition and associated rules.
  - For example: for a copper line test the raw result can be the conductivity of the line  and an enrichment can be done depending on conductivity templates calculated previously to evaluate if the result is suitable or not.
- Managing resource test scenario: resource test management must manage resource test scenario with the capacity to trigger additional resource tests depending on the results of previous executed tests of the test scenario.
  - In addition to rules, test scenario can be designed to use signature templates data to identify the existence of disruptive events on resources like water on cable, electrical interferences with other equipment
- Test results restitution: the restitution of the raw test results may depends on the test execution context data.
  - For the same test, depending on the initiator, the result restitution can be more or less detailed. Customer care or technician (ex: during a turn on test) needs more and more details with higher care level. 
  - However test result restitution levels must always be mutually consistent through all  the execution context
- Test results long term logging for offline data analyses. These analyses are done outside of Resource Test Management.
- Possible reporting of test results back to the initiator of the test."
5.4.2.2;219;Resource Test Inventory Management;2;Resource Test Inventory Management Aggregate Function manages Resource Tests designs and results.
5.4.2.3;220;Resource Test Reporting;2;Resource Test Reporting Aggregate Function provides reporting of resource test results back to the requester.
5.4.2.4;221;Resource Test Analysis;2;Resource Test Analysis Aggregate Function analysis Resource Tests results and forecast long term error trajectory.
5.4.2.5;218;Network Capacity Management;2;Network Capacity Management AF includes functions that address the near-term management of network asset utilization. This includes: Monitor, provide trend analysis and direct the deployment, use and capacity of network inventory in the 0-12 month timeframe to ensure the right technology is efficiently deployed and positioned to meet the service delivery needs of the market, while minimizing capital and expense. For ports, bandwidth and memory measures, this includes measures such as the current consumption, months to exhaust, and average monthly consumption. Capacity management triggers activation of components to meet the current demand.
5.4.3;222;Work Order Management;1;"The Work Order Management aggregate functions track and manage the events and the lifecycle related to Work Orders, and assures that they are assigned, coordinated and escalating as needed.
It is especially in charge of initiating re-assignments as needed, based on changing priorities, technician progress on other job assignments, etc."
5.4.3.1;223;Work Order Assignment and Plan;2;"The Work Order Assignment and Plan Aggregate Function provides the functionality required to assign a WorkOrder (that corresponds to manual tasks) to staff members, and to plan it according to :
- WorkOrder priority and due date
- tasks planned duration and required skills
- tasks location - and related constraints like opening time, security issues,  , and optimization of staff trips
- workload / availability of technicians or other concerned staff members
 
There are two possible levels of assignment of a WorkOrder to a calendar entry :
- first, the Work Order is assigned to a pool calendar, according to location and skills criteria.
- secondly, the Work Order is assigned to one or several actors calendar according to real availability, tour planning (mobility management), specific location issues such as safety (e.g. presence of two people needed in some places due to the height of the equipments, and so on)
In case of subcontracting, the operator only performs the first level of assignment, according to the agreement with the supplier.
Back office activities too are only assigned at team level, and then ensure by team members through the team basket."
5.4.3.2;224;Work Order Establishment;2;"The Work Order Establishment Aggregate Function receives requests which imply to plan and assign manual activities to staff in a workforce. This work request can be produced from various systems such as Interaction Management, Order Management, Problem Management, Infrastructure Management, etc.
The activity can correspond to technical tasks, an appointment with a customer for pre-sales or demo, 

This function includes :
- filtering the various requests (several requests may result in a single job to be performed, emitters may send duplicate demands, requested action may already be identified by Problem Management, )
- choice of the carrying out model and decomposing the request into Work Order(s) and Work Order Item(s) - each Work Order describing all the operations to be performed by the same actor type at the same time in the same location.
- adding context information (e.g. location information and associated constraints (opening hours/security issues) and produces Work Order(s) to perform the initial request.

The request can be described by one of the following : 
- Resource Order: The order provides the initial state of the resources and the requested final state/or the operation to be executed on them. The Resource Order may be issued by a Customer Order or a Service Order, by an Internal production process, by a problem management restoration process. 
- Project Item: i.e. a specific task in a planned project such as infrastructure roll-out, software deployment, B2B customer complex installation, preventive maintenance, ...
- Interaction: i.e. any agreement to manage an appointment between a company representative (sales, technician, ) and a customer representative for pre-sales, demo, etc."
5.4.3.3;225;Work Order Tracking and Business Value Development;2;"Work Order Tracking and Business Value Development Aggregate Function tracks and manages the events and the lifecycle related to Work Orders, and assures that they are assigned, coordinated and escalating as needed.

It is especially in charge of initiating re-assignments as needed, based on changing priorities, technician progress on other job assignments, etc."
5.4.4;226;Network Performance Management;1;"The Network Performance Management aggregate function ensures the efficiency and reliability of a CSPs network infrastructure. Its responsibilities can be summarized in the following key points:
1.	Monitoring Network Health: Continuously track network performance and identify issues.
2.	Fault Detection: Quickly detect and diagnose network faults or failures.
3.	Performance Optimization: Optimize network configurations and resources for efficiency.
4.	Bandwidth Management: Ensure proper allocation of bandwidth to meet user needs.
5.	Security Monitoring: Monitor for potential security threats and vulnerabilities.
6.	Capacity Planning: Forecast network growth and plan for scalability.
7.	Reporting and Analytics: Provide data-driven insights for decision-making.
8.	Quality of Service (QoS): Ensure consistent and reliable service quality.
9.	Incident Management: Rapidly respond to and resolve network incidents.
10.	Compliance: Ensure network operations align with regulatory and organizational standards, such as SLAs."
5.5.1;227;Resource Order Management;1;Resource Order Management functions manage the end to end lifecycle of a Resource Order request.
5.5.1.1;228;Resource Availability Management;2;"Resource Availability Management Aggregate Function ensures that a resource - or a set of resources - is available to deliver a service (CFS) order for example. It can check:
- the state and current configuration of the resource(s)
- its occupancy
- its location
- for an existing local loop if it is directly reusable from one end to the other, or partially un-built (and where it's necessary to rebuild)

This Aggregate Function can be used to confirm Service Availability (at least one set of needed resources is available) and/or the choice of the resources as part of the technical solution."
5.5.1.2;229;Resource Order Completion;2;"The Resource Order Completion Aggregate Function permits to enrich the Resource Order with information needed by the equipment, but which are not part of the description of the asked action and havent to be known by the requester of this action. 
Example: the name of the holder or user may be needed by a service platform to deliver a CFS."
5.5.1.3;230;Resource Order Initialization;2;"A Resource Order describes actions required on resources, and can be initiated in several contexts:
- by a Resource Order Management component to update the equipments required to deliver/activate a CFS, or modify a technical solution element
- by the Supply Chain to answer to the customer order of a goods product
- by the Infrastructure Management process, to install new equipments
- by the Service &amp; Resource Assurance process to diagnose or resolve a trouble"
5.5.1.4;231;Resource Order Orchestration;2;"The Resource Order Orchestration Aggregate Function orchestrates the actions on the involved resources, managing dependencies between them.
Example: for SIP VOIP delivery, depending of the chosen technical solution, the Resource Order Management component can orchestrate the update of the HSS, of the AS BASE and of the ENUM platform.
It manages rollback, for example of the updates if one of the equipments cant be updated, and prepares the notification with the global result of the Resource Order (OK or NOK)."
5.5.1.5;232;Resource Order Tracking and Business Value Development;2;"Resource Order Tracking and Business Value Development Aggregate Function tracks and manages the events and the lifecycle related to the Resource Order and to its items (e.g.: order lines). 
It gathers Resource Order items delivery events from Resource Order Orchestration and manages related Resource Order lifecycle, and Installed Resources lifecycle (via the Installed Resource Management function)."
5.5.2;233;Supply Chain Fulfillment;1;Supply Chain Fulfillment aggregate function groups functions related to stock movement, logistics, inventory control, assembling process.
5.5.2.1;234;Stock Inventory Control;2;"The Stock Inventory Control Aggregate Function performs physical inventory of entire inventory or specific sub inventories and defines its approval cycles.
It includes Inventory Quality Control Management dedicated to the control of quality of product in receiving and return processes."
5.5.2.2;235;Stock Inventory Management;2;Stock Inventory Management Aggregate Function is in charge of managing Stock Items with the related Resources, stock level and requests and tracks Stock Items with its Resources in Warehouses according to receptions.
5.5.2.3;236;Stock Level Management;2;"Stock Level Management Aggregate Function is in charge of Warehouse and partners replenishment identification. 
The replenishment business rules can concern materials provided by suppliers or materials distributed within the company (point of sales or warehouses)."
